time	sw_delta_vac	sw_delta_vac0	sw_delta_delta	sw_delta_bst	sw_ba2_ba1	sw_ba2_ba2	sw_ba2_bst	sw_ba5_ba1	sw_ba5_ba2	sw_ba5_ba5	sw_ba5_bst	sw_ba1_bst	sw_ba1_ba1	sw_alpha_vac	sw_alpha_alpha	sw_wt_vac	sw_ba5_biv	sw_bq1_bst	sw_bq1_biv	sw_bq1_ba1	sw_bq1_ba2	sw_bq1_ba5	sw_bq1_bq1	sw_xbb_bst	sw_xbb_biv	sw_xbb_bq1	sw_xbb_ba5	sw_xbb_xbb
44125	0.0	0.0	7.0595500036695975e-06	0.0	3.4605829442399343e-07	1.5716914077091364e-07	0.0	1.9779656632613682e-07	1.0942582140100108e-07	1.5990845014998027e-06	0.0	0.0	3.785229585455922e-07	0.0	2.4006654309352835e-06	0.0	0.0	0.0	0.0	3.943836385330385e-08	3.321644413475646e-08	8.934035109779016e-07	3.5106234849886044e-07	0.0	0.0	4.024543099798509e-07	2.704036023045282e-07	0.0
44126	0.0	0.0	7.289927733753982e-06	0.0	3.4537914282383303e-07	1.569711098854292e-07	0.0	1.9653631103395506e-07	1.0864860876021743e-07	1.5983194336010598e-06	0.0	0.0	3.7980517409078915e-07	0.0	2.496651492239115e-06	0.0	0.0	0.0	0.0	3.905801525550896e-08	3.2807307604929106e-08	8.85354793539972e-07	3.7878743290185924e-07	0.0	0.0	4.3290374703948376e-07	2.669444832188204e-07	0.0
44127	0.0	0.0	7.579481440140955e-06	0.0	3.446215388708533e-07	1.5676990513326766e-07	0.0	1.9523363733850125e-07	1.0787978492223394e-07	1.5974065925964873e-06	0.0	0.0	3.810187268547944e-07	0.0	2.637254898479313e-06	0.0	0.0	0.0	0.0	3.8670834152324426e-08	3.24076770783998e-08	8.773139486284804e-07	4.0694172704877404e-07	0.0	0.0	4.635683646261272e-07	2.6351701496551903e-07	0.0
44128	0.0	0.0	7.890894476575821e-06	0.0	3.4396644301896373e-07	1.5658725559987611e-07	0.0	1.9402879845725568e-07	1.0714803709527047e-07	1.5963785238928157e-06	0.0	0.0	3.823000312715637e-07	0.0	2.8065044417724806e-06	0.0	0.0	0.0	0.0	3.831212928327066e-08	3.2033131541137916e-08	8.693227130705002e-07	4.2043273690289486e-07	0.0	0.0	4.7561195360442397e-07	2.6014077636400845e-07	0.0
44129	0.0	0.0	8.189520152879105e-06	0.0	3.4344983369546116e-07	1.5648220220881692e-07	0.0	1.929489527920276e-07	1.065310583897451e-07	1.5952975349886693e-06	0.0	0.0	3.8367652288000533e-07	0.0	3.0127318666295354e-06	0.0	0.0	0.0	0.0	3.79885002795643e-08	3.172596820146259e-08	8.614597747910452e-07	4.2574821777691874e-07	0.0	0.0	4.773098083638341e-07	2.568532210311453e-07	0.0
44130	0.0	0.0	8.413898232227151e-06	0.0	3.432824017458624e-07	1.566047092479111e-07	0.0	1.9215623973164682e-07	1.0622591120466773e-07	1.5943170532242721e-06	0.0	0.0	3.8530820818471715e-07	0.0	3.246311297763894e-06	0.0	0.0	0.0	0.0	3.7740508474173936e-08	3.159352712947829e-08	8.539175459939441e-07	4.523952203319988e-07	0.0	0.0	5.05581767481382e-07	2.5374696624190775e-07	0.0
44131	0.0	0.0	8.559245694662612e-06	0.0	3.432317767125738e-07	1.5688684587363477e-07	0.0	1.9146895647801897e-07	1.0614086850707655e-07	1.5933711935847857e-06	0.0	0.0	3.8702039972104347e-07	0.0	3.443048917017633e-06	0.0	0.0	0.0	0.0	3.752185441175989e-08	3.158394902430396e-08	8.466108514329032e-07	4.733677093211659e-07	0.0	0.0	5.264713719781243e-07	2.507786874221323e-07	0.0
44132	0.0	0.0	8.755743049205451e-06	0.0	3.4339944303771076e-07	1.574349059309616e-07	0.0	1.9096488103437755e-07	1.0641461953106342e-07	1.5925676602312277e-06	0.0	0.0	3.8889027474703666e-07	0.0	3.6576128825690137e-06	0.0	0.0	0.0	0.0	3.735189679206026e-08	3.1772105357124203e-08	8.396734491957342e-07	4.89737484970741e-07	0.0	0.0	5.413866714168289e-07	2.480120879116643e-07	0.0
44133	0.0	0.0	8.977821161283545e-06	0.0	3.459994472456727e-07	1.598117084049067e-07	0.0	1.9235563276674997e-07	1.0910592951923066e-07	1.5934700595305753e-06	0.0	0.0	3.9259630425462837e-07	0.0	3.988923433084205e-06	0.0	0.0	0.0	0.0	3.7661420947287724e-08	3.32844165347582e-08	8.350678541642363e-07	5.028654197829788e-07	0.0	0.0	5.520833074769963e-07	2.464016930060304e-07	0.0
44134	0.0	0.0	9.206250425028046e-06	0.0	3.522021731909956e-07	1.6489999456576227e-07	0.0	1.9653411760597656e-07	1.1536205234727047e-07	1.5969616898149742e-06	0.0	0.0	3.990369188532206e-07	0.0	4.401165597878783e-06	0.0	0.0	0.0	0.0	3.8672287836095045e-08	3.6737887755880186e-08	8.33882619178644e-07	5.132847624694688e-07	0.0	0.0	5.592675910361581e-07	2.464692358534413e-07	0.0
44135	0.0	0.0	9.40988153331975e-06	0.0	3.623071299703732e-07	1.7290546009451437e-07	0.0	2.0371362854211434e-07	1.254290305608865e-07	1.6032487861948497e-06	0.0	0.0	4.084564491320734e-07	0.0	4.853662684043158e-06	0.0	0.0	0.0	0.0	4.043382262060699e-08	4.2250276227639575e-08	8.363446032202954e-07	5.184404790492696e-07	0.0	0.0	5.59785710337084e-07	2.483128070361745e-07	0.0
44136	0.0	0.0	9.585924260203158e-06	0.0	3.7664715570714856e-07	1.8410920926342716e-07	0.0	2.1413187074182675e-07	1.396504216280677e-07	1.612613014702296e-06	0.0	0.0	4.211260916779142e-07	0.0	5.343833374893315e-06	0.0	0.0	0.0	0.0	4.3001253456518386e-08	4.999181140554385e-08	8.427730165974861e-07	5.216195368531899e-07	0.0	0.0	5.578045561584044e-07	2.520749012533651e-07	0.0
44137	0.0	0.0	9.713148089444507e-06	0.0	3.964313208497745e-07	1.994393259369029e-07	0.0	2.28702908775965e-07	1.59220467933884e-07	1.6259830541540214e-06	0.0	0.0	4.3798279039235743e-07	0.0	5.82188641782025e-06	0.0	0.0	0.0	0.0	4.6599896300808346e-08	6.059747813011244e-08	8.542970239361581e-07	5.265188963837152e-07	0.0	0.0	5.579625498866225e-07	2.582918371121664e-07	0.0
44138	0.0	0.0	9.808424492408214e-06	0.0	4.1207422689253396e-07	2.1174079795467677e-07	0.0	2.399838169914861e-07	1.7466364019716177e-07	1.6362045225016843e-06	0.0	0.0	4.5179005510543145e-07	0.0	6.183678979547244e-06	0.0	0.0	0.0	0.0	4.9348698856220155e-08	6.884971517600544e-08	8.618740564958114e-07	5.301955199110455e-07	0.0	0.0	5.565676875816349e-07	2.6253887210259454e-07	0.0
44139	0.0	0.0	9.916795344487033e-06	0.0	4.251730385271837e-07	2.2173401844822326e-07	0.0	2.4923210286955594e-07	1.8695805419842306e-07	1.6439984782047798e-06	0.0	0.0	4.6373851499036554e-07	0.0	6.57572239514921e-06	0.0	0.0	0.0	0.0	5.157004827512123e-08	7.530559931631064e-08	8.664469877369512e-07	5.33300357964978e-07	0.0	0.0	5.544483805422089e-07	2.652898043499557e-07	0.0
44140	0.0	0.0	1.0039813747224938e-05	0.0	4.4551513306509116e-07	2.3772183291861858e-07	0.0	2.6403320636910175e-07	2.0707599651287962e-07	1.6576684669830287e-06	0.0	0.0	4.812325164486318e-07	0.0	7.038634399474225e-06	0.0	0.0	0.0	0.0	5.5178159827413216e-08	8.599405388624844e-08	8.784813597288277e-07	5.361740068098255e-07	0.0	0.0	5.520378350565794e-07	2.716559117979957e-07	0.0
44141	0.0	0.0	1.0169944460144395e-05	0.0	4.776723296970917e-07	2.6261891152159937e-07	0.0	2.878875445985237e-07	2.388059665296521e-07	1.680129893711016e-06	0.0	0.0	5.077718680376601e-07	0.0	7.587350690231233e-06	0.0	0.0	0.0	0.0	6.104621155890136e-08	1.0295417081625225e-07	9.015700871364061e-07	5.389412475389176e-07	0.0	0.0	5.49495803793018e-07	2.83362134487057e-07	0.0
44142	0.0	0.0	1.029804860890763e-05	0.0	5.153725059714978e-07	2.9167606821070835e-07	0.0	3.158832354380233e-07	2.7580115287018804e-07	1.7066343411480957e-06	0.0	0.0	5.386619540102687e-07	0.0	8.158731203731888e-06	0.0	0.0	0.0	0.0	6.792306534255454e-08	1.2265309372137905e-07	9.296376123806491e-07	5.416494313825885e-07	0.0	0.0	5.468838936048733e-07	2.9740915729579055e-07	0.0
44143	0.0	0.0	1.041420917419761e-05	0.0	5.537641300355109e-07	3.2129804364030364e-07	0.0	3.4423996727616673e-07	3.1328075511374096e-07	1.733587352410007e-06	0.0	0.0	5.702545506329251e-07	0.0	8.723488787586428e-06	0.0	0.0	0.0	0.0	7.485067132417756e-08	1.4244746806632015e-07	9.58116024509573e-07	5.443251363476279e-07	0.0	0.0	5.442372051658914e-07	3.1155434784327196e-07	0.0
44144	0.0	0.0	1.0508550127403894e-05	0.0	5.932090143330278e-07	3.517412674438967e-07	0.0	3.7323569715551724e-07	3.515775246046084e-07	1.7612461927982216e-06	0.0	0.0	6.028284272425264e-07	0.0	9.267935653882939e-06	0.0	0.0	0.0	0.0	8.189931376346028e-08	1.625195550343698e-07	9.873223085514969e-07	5.469714489029374e-07	0.0	0.0	5.415611938085366e-07	3.259520868959396e-07	0.0
44145	0.0	0.0	1.0574800837243151e-05	0.0	6.180279393353009e-07	3.712905921244046e-07	0.0	3.9073664138772595e-07	3.7523208497729904e-07	1.7778965832239188e-06	0.0	0.0	6.245090478356161e-07	0.0	9.659533818654294e-06	0.0	0.0	0.0	0.0	8.601246832228052e-08	1.743959448929483e-07	1.0025218267103063e-06	5.495871301818781e-07	0.0	0.0	5.388558706763694e-07	3.3342007838791054e-07	0.0
44146	0.0	0.0	1.0636896908131628e-05	0.0	6.347122522741488e-07	3.8498091506992806e-07	0.0	4.018411153333721e-07	3.909862787720012e-07	1.788574321740585e-06	0.0	0.0	6.401452657981524e-07	0.0	1.0046263379361054e-05	0.0	0.0	0.0	0.0	8.849337145215535e-08	1.8184412790300852e-07	1.0101756699737597e-06	5.521717969289719e-07	0.0	0.0	5.361223195054574e-07	3.371577774256267e-07	0.0
44147	0.0	0.0	1.0704163887805116e-05	0.0	6.632268568154747e-07	4.075517236551998e-07	0.0	4.220373263541362e-07	4.1833512783969704e-07	1.8080198281457035e-06	0.0	0.0	6.648264759328888e-07	0.0	1.0547727277472318e-05	0.0	0.0	0.0	0.0	9.325389702949384e-08	1.9558693453913397e-07	1.028883342303547e-06	5.547248072775462e-07	0.0	0.0	5.333612951799471e-07	3.462570314481666e-07	0.0
44148	0.0	0.0	1.0774419618654484e-05	0.0	6.992649005155903e-07	4.357026343836346e-07	0.0	4.479336665658485e-07	4.5284328454505313e-07	1.8329336826068685e-06	0.0	0.0	6.953470403458583e-07	0.0	1.1070793039248835e-05	0.0	0.0	0.0	0.0	9.942560516438832e-08	2.1313882260303608e-07	1.0543909888987373e-06	5.572454824706757e-07	0.0	0.0	5.305735028554591e-07	3.586061559062789e-07	0.0
44149	0.0	0.0	1.0839426292492026e-05	0.0	7.34657639374612e-07	4.634616832912589e-07	0.0	4.731733328078102e-07	4.865823315395949e-07	1.8573449155339562e-06	0.0	0.0	7.255544886747375e-07	0.0	1.1579512600082803e-05	0.0	0.0	0.0	0.0	1.0539881625372792e-07	2.3012214639720535e-07	1.07912626392033e-06	5.59733149315151e-07	0.0	0.0	5.277596506967942e-07	3.704916759353587e-07	0.0
44150	0.0	0.0	1.0899916695000958e-05	0.0	7.689574274838302e-07	4.904951917100202e-07	0.0	4.974148989292807e-07	5.191158822155152e-07	1.8809208727952623e-06	0.0	0.0	7.551075203843192e-07	0.0	1.2090132043315627e-05	0.0	0.0	0.0	0.0	1.1108928492627393e-07	2.463035769538811e-07	1.1026760260395337e-06	5.62187139765598e-07	0.0	0.0	5.249204486115019e-07	3.817161793533044e-07	0.0
44151	0.0	0.0	1.0957050292037325e-05	0.0	8.023084143059689e-07	5.168563654354457e-07	0.0	5.207770481884742e-07	5.50520987935145e-07	1.9037158143229716e-06	0.0	0.0	7.841110345611597e-07	0.0	1.2566472843198174e-05	0.0	0.0	0.0	0.0	1.1652916967424672e-07	2.617332067584602e-07	1.1251174933083808e-06	5.646067915464355e-07	0.0	0.0	5.220566082902365e-07	3.923226478406557e-07	0.0
44152	0.0	0.0	1.1002141381509113e-05	0.0	8.215082602598819e-07	5.328681777454595e-07	0.0	5.330523501279733e-07	5.680406752632681e-07	1.9160537965551986e-06	0.0	0.0	8.025572751454537e-07	0.0	1.2915206372018984e-05	0.0	0.0	0.0	0.0	1.191493737341946e-07	2.69427624573788e-07	1.1342960966328743e-06	5.669914484960829e-07	0.0	0.0	5.191688429001877e-07	3.963924214850552e-07	0.0
44153	0.0	0.0	1.1040305836213648e-05	0.0	8.331684489166882e-07	5.43622916854092e-07	0.0	5.394294679094173e-07	5.78487800570772e-07	1.9230282192987634e-06	0.0	0.0	8.153880326953841e-07	0.0	1.3279283212830037e-05	0.0	0.0	0.0	0.0	1.2027499873048495e-07	2.731891573064172e-07	1.1367386986177429e-06	5.693404608948178e-07	0.0	0.0	5.162578667616586e-07	3.9715406358000237e-07	0.0
44154	0.0	0.0	1.1085287780729778e-05	0.0	8.553109978040706e-07	5.622668820510957e-07	0.0	5.53890323785379e-07	5.992508377860054e-07	1.9377865212641354e-06	0.0	0.0	8.362229923739045e-07	0.0	1.3752250852345753e-05	0.0	0.0	0.0	0.0	1.23437484101521e-07	2.825818649942891e-07	1.149035064607598e-06	5.716531857906809e-07	0.0	0.0	5.133243950264592e-07	4.027168103927517e-07	0.0
44155	0.0	0.0	1.1133758267245737e-05	0.0	8.817246155483453e-07	5.841627875256593e-07	0.0	5.715767058739365e-07	6.24140708520818e-07	1.955692583271205e-06	0.0	0.0	8.604065050235928e-07	0.0	1.4239495748875123e-05	0.0	0.0	0.0	0.0	1.274003520637408e-07	2.941649846752167e-07	1.1652628549328747e-06	5.739289873234298e-07	0.0	0.0	5.103691433586755e-07	4.101597739160053e-07	0.0
44156	0.0	0.0	1.1178722539756735e-05	0.0	9.047748454066755e-07	6.036475021550146e-07	0.0	5.8656155352479e-07	6.456583216036183e-07	1.97108446740715e-06	0.0	0.0	8.821747015251951e-07	0.0	1.4695186523283309e-05	0.0	0.0	0.0	0.0	1.3066584127153938e-07	3.038103417455636e-07	1.1782659636032913e-06	5.761672370463304e-07	0.0	0.0	5.073928276180426e-07	4.1598208180209057e-07	0.0
44157	0.0	0.0	1.1219484847421259e-05	0.0	9.236526065847702e-07	6.199376694258146e-07	0.0	5.982373404326374e-07	6.627933383360134e-07	1.9831800363047247e-06	0.0	0.0	9.008986176713967e-07	0.0	1.5123338300337285e-05	0.0	0.0	0.0	0.0	1.3308559237439958e-07	3.1098201917199614e-07	1.1870902550868981e-06	5.783673142455111e-07	0.0	0.0	5.043961635461132e-07	4.197307906820523e-07	0.0
44158	0.0	0.0	1.1257215564520045e-05	0.0	9.396419005550785e-07	6.34114245029706e-07	0.0	6.076198175082665e-07	6.770016885494825e-07	1.993061490082889e-06	0.0	0.0	9.175312177135528e-07	0.0	1.5529812509116276e-05	0.0	0.0	0.0	0.0	1.3492099594137881e-07	3.1650027728569157e-07	1.1931344472996252e-06	5.805286062566756e-07	0.0	0.0	5.013798664554677e-07	4.221028280095045e-07	0.0
44159	0.0	0.0	1.1287899863041422e-05	0.0	9.471873547475048e-07	6.421964101347324e-07	0.0	6.104268046395983e-07	6.830531574381449e-07	1.9967492789518957e-06	0.0	0.0	9.278489970311455e-07	0.0	1.583537390470152e-05	0.0	0.0	0.0	0.0	1.3509723675542725e-07	3.1751406568316047e-07	1.1914214610011244e-06	5.826505087789036e-07	0.0	0.0	4.983446509221415e-07	4.2068267053934307e-07	0.0
44160	0.0	0.0	1.1314362521121245e-05	0.0	9.506427825988105e-07	6.474898706397265e-07	0.0	6.100704764705935e-07	6.853650706464003e-07	1.997550401790507e-06	0.0	0.0	9.351099351920524e-07	0.0	1.6167497751701197e-05	0.0	0.0	0.0	0.0	1.344843097154023e-07	3.164842320841579e-07	1.1861812520916663e-06	5.847324261853358e-07	0.0	0.0	4.952912304814917e-07	4.175592771750747e-07	0.0
44161	0.0	0.0	1.1341591851403272e-05	0.0	9.562440917267136e-07	6.543618846849848e-07	0.0	6.113964676763945e-07	6.897242615584157e-07	1.9998334329691366e-06	0.0	0.0	9.440189986942587e-07	0.0	1.6586856398284367e-05	0.0	0.0	0.0	0.0	1.343076661442973e-07	3.166003016133728e-07	1.182938435175119e-06	5.867737718304869e-07	0.0	0.0	4.922203173277025e-07	4.1543732099728324e-07	0.0
44162	0.0	0.0	1.1367777181019772e-05	0.0	9.61132930503407e-07	6.606270834099404e-07	0.0	6.121827285646755e-07	6.932345066244502e-07	2.001414342410138e-06	0.0	0.0	9.524201754387079e-07	0.0	1.701144445599721e-05	0.0	0.0	0.0	0.0	1.3400472440639457e-07	3.162653277044943e-07	1.1789283850599953e-06	5.887739683539711e-07	0.0	0.0	4.891326220171061e-07	4.1296203990218824e-07	0.0
44163	0.0	0.0	1.139144966062906e-05	0.0	9.641343667724364e-07	6.653662106205502e-07	0.0	6.115242412177543e-07	6.946898064412129e-07	2.001375234548504e-06	0.0	0.0	9.594192273043614e-07	0.0	1.7452513493324604e-05	0.0	0.0	0.0	0.0	1.3334821852691676e-07	3.148226920665118e-07	1.1730042255870788e-06	5.907324479804082e-07	0.0	0.0	4.860288531755272e-07	4.0957691128795865e-07	0.0
44164	0.0	0.0	1.1412554416827962e-05	0.0	9.651119614249687e-07	6.691028190111689e-07	0.0	6.093253623421505e-07	6.947957017793938e-07	2.0002410438382486e-06	0.0	0.0	9.6490307442995e-07	0.0	1.790988669730023e-05	0.0	0.0	0.0	0.0	1.3231616893415087e-07	3.1266905660938014e-07	1.1658437236988316e-06	5.926486528152861e-07	0.0	0.0	4.829097172098239e-07	4.05618660855542e-07	0.0
44165	0.0	0.0	1.1432070912743964e-05	0.0	9.653755425902707e-07	6.722033165647096e-07	0.0	6.066099389930316e-07	6.940456327956223e-07	1.9983795804288484e-06	0.0	0.0	9.69853793997269e-07	0.0	1.8371454887069948e-05	0.0	0.0	0.0	0.0	1.3116868740545247e-07	3.100813130245192e-07	1.1579207907515876e-06	5.945220351365593e-07	0.0	0.0	4.797759180238019e-07	4.0132218502549117e-07	0.0
44166	0.0	0.0	1.1449650402855344e-05	0.0	9.644594974001851e-07	6.74654049463564e-07	0.0	6.030214829679687e-07	6.92428375101435e-07	1.9957786123447195e-06	0.0	0.0	9.73914413121968e-07	0.0	1.8763483487418287e-05	0.0	0.0	0.0	0.0	1.2981652775487776e-07	3.070573235866296e-07	1.1492271604383309e-06	5.963520576817676e-07	0.0	0.0	4.7662815673867894e-07	3.9668565868826336e-07	0.0
44167	0.0	0.0	1.1465745992426233e-05	0.0	9.631325865214892e-07	6.768955840437846e-07	0.0	5.991607965471023e-07	6.90531932528011e-07	1.992880146700815e-06	0.0	0.0	9.776610031148997e-07	0.0	1.9241737446418558e-05	0.0	0.0	0.0	0.0	1.2841212328973788e-07	3.0392331957622074e-07	1.1403256646593879e-06	5.981381939304608e-07	0.0	0.0	4.734671314182644e-07	3.9198557937752646e-07	0.0
44168	0.0	0.0	1.1480615904489754e-05	0.0	9.617596430003834e-07	6.79093403040174e-07	0.0	5.953121984743981e-07	6.885774066461976e-07	1.9898511252025335e-06	0.0	0.0	9.813672508235314e-07	0.0	1.984184476451004e-05	0.0	0.0	0.0	0.0	1.2702721283421624e-07	3.008015702601259e-07	1.1314280330881196e-06	5.998799283817145e-07	0.0	0.0	4.7029353679900695e-07	3.873253170700537e-07	0.0
44169	0.0	0.0	1.1494507264541323e-05	0.0	9.605815580776113e-07	6.81222256452482e-07	0.0	5.916622265608467e-07	6.865327995508625e-07	1.9866677742606792e-06	0.0	0.0	9.852146839164142e-07	0.0	2.0538046205300876e-05	0.0	0.0	0.0	0.0	1.2570844995640286e-07	2.9767455267449624e-07	1.1225042291099888e-06	6.015767568265496e-07	0.0	0.0	4.671080640250775e-07	3.8268966242353287e-07	0.0
44170	0.0	0.0	1.1507601431982108e-05	0.0	9.593804307525083e-07	6.832958872208674e-07	0.0	5.880412333436347e-07	6.844177777502498e-07	1.9833453299102374e-06	0.0	0.0	9.89038350736251e-07	0.0	2.1338253090921706e-05	0.0	0.0	0.0	0.0	1.24412478125454e-07	2.945531969560957e-07	1.1135735100322178e-06	6.032281866150139e-07	0.0	0.0	4.639114003886216e-07	3.7808753826486157e-07	0.0
44171	0.0	0.0	1.1519711176824068e-05	0.0	9.580905878496658e-07	6.853271701066401e-07	0.0	5.843984471080946e-07	6.822507351332269e-07	1.9798981759295028e-06	0.0	0.0	9.927875963930059e-07	0.0	2.2235660733641072e-05	0.0	0.0	0.0	0.0	1.2312616241613788e-07	2.914476258884791e-07	1.1046538523485762e-06	6.048337369177825e-07	0.0	0.0	4.6070422907533016e-07	3.735271768753987e-07	0.0
44172	0.0	0.0	1.1530843561823861e-05	0.0	9.56743159881042e-07	6.873198311284552e-07	0.0	5.807583072900776e-07	6.80037878679733e-07	1.9763315625103267e-06	0.0	0.0	9.964847975556796e-07	0.0	2.3162632910336258e-05	0.0	0.0	0.0	0.0	1.2185539729487685e-07	2.8836118143496435e-07	1.0957515531417748e-06	6.063929389820334e-07	0.0	0.0	4.574872289154606e-07	3.690110577022539e-07	0.0
44173	0.0	0.0	1.1540912240951476e-05	0.0	9.551601403267313e-07	6.892742768400032e-07	0.0	5.769832802902528e-07	6.777810011927426e-07	1.9726474347661115e-06	0.0	0.0	9.999940052483e-07	0.0	2.406757851207972e-05	0.0	0.0	0.0	0.0	1.2056524216097398e-07	2.852947443442339e-07	1.0868686672004502e-06	6.07905336381445e-07	0.0	0.0	4.542610741404361e-07	3.6453957394690194e-07	0.0
44174	0.0	0.0	1.1549787573596899e-05	0.0	9.532845940039441e-07	6.911902231085039e-07	0.0	5.730303902617471e-07	6.754809787317365e-07	1.9688470607372064e-06	0.0	0.0	1.0032701431653434e-06	0.0	2.520977194784332e-05	0.0	0.0	0.0	0.0	1.1924479541970906e-07	2.822486726593113e-07	1.0780063509952439e-06	6.093704852601106e-07	0.0	0.0	4.5102643414514404e-07	3.601126775927824e-07	0.0
44175	0.0	0.0	1.1557781367919231e-05	0.0	9.51419283513776e-07	6.930671464215521e-07	0.0	5.691352037556275e-07	6.731383717110468e-07	1.964931481919274e-06	0.0	0.0	1.0065404090590244e-06	0.0	2.6587120485813544e-05	0.0	0.0	0.0	0.0	1.1795338398192596e-07	2.7922313589777565e-07	1.0691654379475846e-06	6.107879545702048e-07	0.0	0.0	4.47783973256048e-07	3.557301631088362e-07	0.0
44176	0.0	0.0	1.156528217267068e-05	0.0	9.498986777713775e-07	6.949045047273492e-07	0.0	5.655562443522095e-07	6.707537178419487e-07	1.9609017332653813e-06	0.0	0.0	1.0100574892688882e-06	0.0	2.812389117135959e-05	0.0	0.0	0.0	0.0	1.1675574247305725e-07	2.762182774102731e-07	1.0603467185072576e-06	6.121573263032052e-07	0.0	0.0	4.4453435050521743e-07	3.5139180522064473e-07	0.0
44177	0.0	0.0	1.1571950880722489e-05	0.0	9.48338812962187e-07	6.967017618587613e-07	0.0	5.619945082413231e-07	6.683275639640997e-07	1.9567588662000905e-06	0.0	0.0	1.0135313094126468e-06	0.0	2.999636249599539e-05	0.0	0.0	0.0	0.0	1.1557576764554974e-07	2.732342322211117e-07	1.0515509699677694e-06	6.134781957145453e-07	0.0	0.0	4.4127821941038316e-07	3.4709737371221387e-07	0.0
44178	0.0	0.0	1.1577810116362058e-05	0.0	9.467448731122218e-07	6.984583938239807e-07	0.0	5.584540128630573e-07	6.658604737330946e-07	1.9525039492326043e-06	0.0	0.0	1.0169648181764586e-06	0.0	3.203911351782226e-05	0.0	0.0	0.0	0.0	1.1441417058416445e-07	2.702711314859896e-07	1.0427789578449181e-06	6.147501715414728e-07	0.0	0.0	4.380162277610983e-07	3.4284663426072844e-07	0.0
44179	0.0	0.0	1.1583433308566353e-05	0.0	9.457164663795326e-07	7.00173900626727e-07	0.0	5.553986033293774e-07	6.633530425426743e-07	1.948138067799665e-06	0.0	0.0	1.020811414163457e-06	0.0	3.4551555764004514e-05	0.0	0.0	0.0	0.0	1.1338748517730337e-07	2.673291108804836e-07	1.0340314362772992e-06	6.159728762140119e-07	0.0	0.0	4.34749017411106e-07	3.3863934878795196e-07	0.0
44180	0.0	0.0	1.1588293210535314e-05	0.0	9.449974869904136e-07	7.018479505386593e-07	0.0	5.526270367816246e-07	6.608060870340147e-07	1.94366232377268e-06	0.0	0.0	1.0248790006893874e-06	0.0	3.6924806138410454e-05	0.0	0.0	0.0	0.0	1.1244398814844217e-07	2.6440841459393584e-07	1.0253091480038293e-06	6.171459460588363e-07	0.0	0.0	4.314772240769795e-07	3.3447527560222187e-07	0.0
44181	0.0	0.0	1.1592899419258864e-05	0.0	9.450915081971387e-07	7.034818663212748e-07	0.0	5.505271062288406e-07	6.582226032159375e-07	1.939077834952624e-06	0.0	0.0	1.0295499064085128e-06	0.0	3.946248978961092e-05	0.0	0.0	0.0	0.0	1.116806649936337e-07	2.6151046761386385e-07	1.0166128243284903e-06	6.182690314959352e-07	0.0	0.0	4.28201477143112e-07	3.3035416953240486e-07	0.0
44182	0.0	0.0	1.1598538721354096e-05	0.0	9.483852831697052e-07	7.050780900425816e-07	0.0	5.509409341455205e-07	6.556070446608475e-07	1.9343857345727054e-06	0.0	0.0	1.0366359051695013e-06	0.0	4.275690507576776e-05	0.0	0.0	0.0	0.0	1.115602286077539e-07	2.5863746998130267e-07	1.0079431850971856e-06	6.193417972278957e-07	0.0	0.0	4.249223994731226e-07	3.2627578206591275e-07	0.0
44183	0.0	0.0	1.1606066035474557e-05	0.0	9.580045461699436e-07	7.066482223520556e-07	0.0	5.562701854964549e-07	6.529759148522923e-07	1.9295871709575385e-06	0.0	0.0	1.048520391976505e-06	0.0	4.688542501406479e-05	0.0	0.0	0.0	0.0	1.1268344535572266e-07	2.557981948281119e-07	9.993009388732058e-07	6.203639224217068e-07	0.0	0.0	4.21640607227728e-07	3.222398615815694e-07	0.0
44184	0.0	0.0	1.1617003814999612e-05	0.0	9.774914251945091e-07	7.082151063059809e-07	0.0	5.692228344511541e-07	6.503604299355449e-07	1.924683307876974e-06	0.0	0.0	1.0679176408324324e-06	0.0	5.124595596516225e-05	0.0	0.0	0.0	0.0	1.1572452349964961e-07	2.5300938999375924e-07	9.90686783985419e-07	6.213351008829126e-07	0.0	0.0	4.1835670968914116e-07	3.1824615400509147e-07	0.0
44185	0.0	0.0	1.16310893637119e-05	0.0	1.0054530258471817e-06	7.098435099523922e-07	0.0	5.88671120889282e-07	6.478468820479424e-07	1.919675327986142e-06	0.0	0.0	1.0938199322736777e-06	0.0	5.548035968271748e-05	0.0	0.0	0.0	0.0	1.203873748831687e-07	2.5031782749319545e-07	9.82101413446795e-07	6.22255041222021e-07	0.0	0.0	4.1507130909202654e-07	3.1429440534499883e-07	0.0
44186	0.0	0.0	1.1647283879607491e-05	0.0	1.048326693328173e-06	7.114885630394346e-07	0.0	6.195525914095852e-07	6.453763460159618e-07	1.9145644473191486e-06	0.0	0.0	1.1311465280336747e-06	0.0	6.064989361416751e-05	0.0	0.0	0.0	0.0	1.2790572205467693e-07	2.476902791789499e-07	9.735455337211905e-07	6.23123467013032e-07	0.0	0.0	4.1178500046105653e-07	3.103843709582178e-07	0.0
